dataset,video_num,question_w_q_morph,question,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
NIA-2020,246,,FALSE,지하철 곳 9호,9호선 타는 곳입니다.
NIA-2020,247,,TRUE,9호 곳곳,9호선 타는 곳은 어디에 있나요?
NIA-2020,248,,FALSE,지하철 곳 8호,8호선 타는 곳입니다.
NIA-2020,249,,TRUE,8호 곳곳,8호선 타는 곳은 어디에 있나요?
NIA-2020,250,,TRUE,막차 시간,막차는 몇 시인가요?
NIA-2020,251,,TRUE,첫차 시간,첫차는 몇 시인가요?
NIA-2020,252,,TRUE,다음 몇분,다음 역까지 몇 분 걸리나요?
NIA-2020,253,,FALSE,오늘 하루 수고,오늘도 수고 많으셨습니다.
NIA-2020,254,,FALSE,만나다 반갑다,만나서 반갑습니다.
NIA-2020,255,,FALSE,50분 정도,50분 정도 소요됩니다.
NIA-2020,256,,TRUE,도착 몇분,도착하려면 몇 분 남았을까요?
NIA-2020,257,,FALSE,대략 40분,대략 40분입니다.
NIA-2020,258,,TRUE,도착 40분,40분 뒤에 도착하나요?
NIA-2020,259,,FALSE,계산 남다 돈받다,잔돈주세요.
NIA-2020,260,,TRUE,계산 남다 돈주다,잔돈드릴까요?
NIA-2020,261,,FALSE,계산 틀리다,금액이 맞지않습니다.
NIA-2020,262,,TRUE,계산 잘못하다,금액이 맞지않나요?
NIA-2020,263,,FALSE,지금 내리다,여기서 내리겠습니다.
NIA-2020,264,,TRUE,지금 내리다,여기서 내리시겠습니까?
NIA-2020,265,,TRUE,도착 가능 몇분,몇 분 뒤에 도착할까요?
NIA-2020,266,,FALSE,용산역 접근 주차,용산역 근처에 주차하겠습니다.
NIA-2020,267,,TRUE,용산역 주차 되다,용산역에 주차할 수 있나요?
NIA-2020,268,,FALSE,어린이집 주차,어린이집에 주차하겠습니다.
NIA-2020,269,,TRUE,어린이집 주차 되다,어린이집에 주차할 수 있나요?
NIA-2020,270,,FALSE,학교 주차,학교에 주차하겠습니다.
NIA-2020,271,,TRUE,학교 주차 되다,학교에 주차할 수 있나요?
NIA-2020,272,,TRUE,다음 몇분,몇 분 뒤에 다음 역에 도착할까요?
NIA-2020,273,,TRUE,지하철 갈아타다 몇호,몇 호선으로 갈아타야 하나요?
NIA-2020,274,,FALSE,지하철 단말기터치 안되다,교통카드가 찍히지 않습니다.
NIA-2020,275,,TRUE,지하철 단말기터치 안되다,교통카드가 안 찍히나요?
NIA-2020,276,,FALSE,병원 주차,병원에 주차하겠습니다.
NIA-2020,277,,TRUE,병원 주차,병원에 주차하시겠습니까?
NIA-2020,278,,FALSE,지하철 안 없다,지하철 안에 없습니다.
NIA-2020,279,,TRUE,지하철 안 없다,지하철 안에 없나요?
NIA-2020,280,,FALSE,표지판 보다 찾다,저 표지판 표시를 따라가면 됩니다.
NIA-2020,281,,TRUE,길 지도 보다 찾다 가능,지도를 보고 찾아갈 수 있나요?
NIA-2020,282,,FALSE,지하철 가방 위로올리다 까먹다,지하철에 가방을 놓고 내렸습니다.
NIA-2020,283,,FALSE,지하철 반대 건너다 가다,반대편 승차장으로 가려고 합니다.
NIA-2020,284,,TRUE,지하철 반대 건너다 방법,반대편 승차장으로 어떻게 갈 수 있나요?
NIA-2020,285,,FALSE,아이 실종 찾다 도움받다,아이를 잃어버렸습니다. 도와주세요.
NIA-2020,286,,TRUE,아이 실종 찾다 도움받다 가능,아이를 잃어버렸습니다. 도와주실 수 있으세요?
NIA-2020,287,,FALSE,어지럽다 쓰러지다,어지러워 쓰러졌습니다.
NIA-2020,288,,TRUE,어지럽다 쓰러지다,어지러워서 쓰러지신건가요?
NIA-2020,289,,FALSE,배 위쪼이다 아프다,배가 꼬이듯 아픕니다.
NIA-2020,290,,TRUE,배 아프다,배가 아프세요?
NIA-2020,291,,FALSE,지하철 철로 가방 떨어지다,선로에 가방을 떨어뜨렸습니다.
NIA-2020,292,,FALSE,지하철 철로 물건 떨어지다,선로에 물건을 떨어뜨렸습니다.
NIA-2020,293,,FALSE,지하철 철로 핸드폰 떨어지다,선로에 휴대폰을 떨어뜨렸습니다.
NIA-2020,294,,FALSE,지하철 문 틈 물건 떨어지다,지하철 틈 사이로 물건이 떨어졌습니다.
NIA-2020,295,,FALSE,지하철 문 틈 핸드폰 떨어지다,지하철 틈 사이로 휴대폰이 떨어졌습니다.
NIA-2020,296,,FALSE,지하철 문 틈 이어폰 떨어지다,지하철 틈 사이로 이어폰이 떨어졌습니다.
NIA-2020,297,,FALSE,연착 확인증 필요,연착 지연 증명서 발급해주세요.
NIA-2020,298,,FALSE,잠깐 기다리다,잠깐 기다려주세요.
NIA-2020,299,,TRUE,잠깐 기다리다 괜찮다,잠깐 기다려주실 수 있나요?
NIA-2020,300,,FALSE,저기 쓰러지다,저기에 사람이 쓰러져 있어요.
NIA-2020,301,,TRUE,저기 쓰러지다 119 전화걸다 가능,"저기에 사람이 쓰러져 있는데, 119 좀 불러주실 수 있나요?"
NIA-2020,302,,FALSE,아이 혼자 방황,아이가 혼자 방황하고 있습니다.
NIA-2020,303,,FALSE,뒤 차따라가다,앞 차 따라가 주세요.
NIA-2020,304,X,TRUE,차따라가다,앞 차를 따라갈까요?
NIA-2020,305,,FALSE,교통카드 충전,교통카드 충전해주세요.
NIA-2020,306,,TRUE,교통카드 충전 되다,교통카드 충전 되나요?
NIA-2020,307,,FALSE,지하철 정기권 사다 원하다,정기승차권을 사고 싶습니다.
NIA-2020,308,,TRUE,지하철 정기권 사다 무엇 곳,정기승차권은 어디에서 사나요?
NIA-2020,309,,FALSE,서울 지하철 정기권 사다 원하다,서울 내 지역 정기승차권을 사고 싶습니다.
NIA-2020,310,,TRUE,서울 지하철 정기권 사다 무엇 곳,서울 내 지역 정기승차권은 어디에서 사나요?
NIA-2020,311,,FALSE,미리 카드,선승인하겠습니다.
NIA-2020,312,,TRUE,미리 카드,선승인하시겠습니까?
NIA-2020,313,,FALSE,은행 번호 받다,계좌번호 알려주세요
NIA-2020,314,,TRUE,은행 번호 필요,계좌번호 알려드릴까요?
NIA-2020,315,,FALSE,고속 지하철 9호 갈아타다,고속터미널에서 9호선으로 갈아타려고 합니다.
NIA-2020,316,,TRUE,고속 지하철 9호 갈아타다 방법,고속터미널에서 9호선으로 갈아타려면 어디로 가야하나요?
NIA-2020,317,,FALSE,천호 지하철 8호 갈아타다,천호역에서 8호선으로 갈아타려고 합니다.
NIA-2020,318,,TRUE,천호 지하철 8호 갈아타다 방법,천호역에서 8호선으로 갈아타려면 어디로 가야하나요?
NIA-2020,319,,FALSE,약수 지하철 3호 갈아타다,약수역에서 3호선으로 갈아타려고 합니다.
NIA-2020,320,,TRUE,약수 지하철 3호 갈아타다 방법,약수역에서 3호선으로 갈아타려면 어디로 가야하나요?
NIA-2020,321,,TRUE,지하철 가다 빨리 방법,어떻게 가는 것이 빠른가요?
NIA-2020,322,,FALSE,물건 잃어버리다,물건을 잃어버렸습니다.
NIA-2020,323,,TRUE,물건 잃어버리다 보관 곳곳,"물건을 잃어버렸는데, 분실물은 어디서 찾나요?"
NIA-2020,324,,FALSE,지하철 곳 카페 있다,역사 안에 커피숍이 있습니다.
NIA-2020,325,,TRUE,지하철 곳 카페 있다,역사 안에 커피숍이 있나요?
NIA-2020,326,,FALSE,지하철 곳 편의점 있다,역사 안에 편의점이 있습니다.
NIA-2020,327,,TRUE,지하철 곳 편의점 있다,역사 안에 편의점이 있나요?
NIA-2020,328,,FALSE,지하철 곳 옷가게 있다,역사 안에 옷가게가 있습니다.
NIA-2020,329,,TRUE,지하철 곳 옷가게 있다,역사 안에 옷가게가 있나요?
NIA-2020,330,,FALSE,돈 남다 충분,잔액이 충분합니다.
NIA-2020,331,,TRUE,교통카드 남다 돈 얼마,교통카드에 잔액이 얼마나 있나요?
NIA-2020,332,,TRUE,막차 시간,막차는 몇 시인가요?
NIA-2020,333,,TRUE,첫차 시간,첫차는 몇 시인가요?
NIA-2020,334,,TRUE,1호 첫차 시간,1호선 첫차는 몇 시인가요?
NIA-2020,335,,TRUE,분당 첫차 시간,분당선 첫차는 몇 시인가요?
NIA-2020,336,O,TRUE,무엇,어떤거요?
NIA-2020,337,,TRUE,이름 무엇,이름이 어떻게 되세요?
NIA-2020,338,O,TRUE,곳곳,어디요?
NIA-2020,339,O,TRUE,누구,누구요?
NIA-2020,340,O,TRUE,어떻게,어떻게 하나요?
NIA-2020,341,O,TRUE,왜,왜요?
NIA-2020,342,,TRUE,지하철 몇호,몇 호선인가요?
NIA-2020,343,O,TRUE,몇사람,몇 명이신가요?
NIA-2020,344,,TRUE,여기 몇호,여기가 몇 호선인가요?
NIA-2020,345,,FALSE,지하철 안 냄새,객실에서 불쾌한 냄새가 납니다.
NIA-2020,346,,FALSE,지하철 안 에어컨 냄새,객실 에어콘에서 불쾌한 냄새가 납니다.
NIA-2020,347,,FALSE,불편하다 있다 신고,불편한 점이 있으시면 민원을 넣으세요.
NIA-2020,348,,TRUE,불편하다 신고 곳,민원은 어디에 넣나요?
NIA-2020,349,,FALSE,핸드폰 잃어버리다 찾다,잃어버린 휴대폰을 찾습니다.
NIA-2020,350,,FALSE,고속 빨리,고속도로가 빠릅니다.
NIA-2020,351,,TRUE,고속 빨리,고속도로가 빠른가요?
NIA-2020,352,,TRUE,시간 지연되다 몇분,몇 분 지연되었나요?
NIA-2020,353,,TRUE,지하철 문 여기 번호,몇 번에서 타면 되나요?
NIA-2020,354,,FALSE,안녕하세요,안녕하세요.
NIA-2020,355,,FALSE,감사합니다,감사합니다.
NIA-2020,356,,FALSE,미안합니다,죄송합니다.
NIA-2020,357,,FALSE,조심,조심하세요.
NIA-2020,358,,FALSE,여기 맞다,여기가 맞습니다.
NIA-2020,359,,FALSE,여기 내리다 맞다,여기서 내리는 것이 맞습니다.
NIA-2020,360,,FALSE,갈아타다 곳 맞다,갈아타는 곳이 맞습니다.
NIA-2020,361,,TRUE,타다 곳 맞다,타는 곳이 맞나요?
NIA-2020,362,,TRUE,여기 내리다 맞다,여기서 내리는 것이 맞나요?
NIA-2020,363,,FALSE,여기 갈아타다 맞다,여기서 갈아타는 것이 맞습니다.
NIA-2020,364,,FALSE,내리다 갈아타다 가능,여기서 갈아탈 수 있습니다.
NIA-2020,365,,TRUE,내리다 갈아타다 가능,여기서 갈아탈 수 있나요?
NIA-2020,366,,FALSE,1호 맞다,1호선이 맞습니다.
NIA-2020,367,,TRUE,1호 맞다,1호선이 맞나요?
NIA-2020,368,,FALSE,1호 갈아타다,1호선으로 갈아타세요.
NIA-2020,369,,TRUE,1호 갈아타다,1호선으로 갈아타세요?
NIA-2020,370,,FALSE,도착 10분,10분 뒤에 도착합니다.
NIA-2020,371,,TRUE,도착 10분,10분 뒤에 도착하나요?
NIA-2020,372,,FALSE,도착 1시,1시에 도착합니다.
NIA-2020,373,,TRUE,도착 1시,1시에 도착하나요?
NIA-2020,374,,FALSE,도착 10분 전,10분 내로 도착합니다.
NIA-2020,375,,TRUE,도착 10분 전,10분 내로 도착하나요?
NIA-2020,376,,FALSE,도착 1시간 전,1시간 내로 도착합니다.
NIA-2020,377,,TRUE,도착 1시간 전,1시간 내로 도착하나요?
NIA-2020,378,,FALSE,도착 3시,3시에 도착합니다.
NIA-2020,379,,TRUE,도착 3시,3시에 도착하나요?
NIA-2020,380,,FALSE,도착 시간 딱,제시간에 도착합니다.
NIA-2020,381,,TRUE,도착 시간 딱,제시간에 도착하나요?
NIA-2020,382,,FALSE,트렁크열다 물건 나르다,트렁크에 짐 넣는 것 좀 도와주세요.
NIA-2020,383,,TRUE,트렁크열다 물건 나르다,트렁크에 짐 넣는 것 좀 도와드릴까요?
NIA-2020,384,,FALSE,지하철 갈아타다 곳곳 도움받다,지하철 갈아타는 것 좀 도와주세요.
NIA-2020,385,,TRUE,지하철 곳 안내하다,지하철 갈아타는 곳으로 안내해드릴까요?
NIA-2020,386,,FALSE,길 곳곳 도움받다,길 찾는 것 좀 도와주세요.
NIA-2020,387,,TRUE,길 안내하다 도와주다,길 찾는 것 좀 도와드릴까요?
NIA-2020,388,,FALSE,엘리베이터 안내하다 도움받다,엘리베이터 타는 것 좀 도와주세요.
NIA-2020,389,,TRUE,엘리베이터 안내하다 도와주다,엘리베이터 타는 것 좀 도와드릴까요?
NIA-2020,390,,FALSE,5호 갈아타다 안내하다 도움받다,5호선으로 환승하는 것 좀 도와주세요.
NIA-2020,391,,TRUE,5호 갈아타다 안내하다 도와주다,5호선으로 환승하는 것 좀 도와드릴까요?
NIA-2020,392,,TRUE,물건 잃어버리다 찾다 방법,"물건을 잃어버렸는데, 분실물은 어디서 찾나요?"
NIA-2020,393,,FALSE,도착 알려받다,도착하면 알려주세요.
NIA-2020,394,,TRUE,도착 알려받다,도착하면 알려주시나요?
NIA-2020,395,,FALSE,도착 시간 알려받다,도착 시간 좀 알려주세요.
NIA-2020,396,,TRUE,도착 시간 알려주다,도착 시간을 알려드릴까요?
NIA-2020,397,,FALSE,도착 곳 알려받다,목적지를 알려주세요.
NIA-2020,398,,TRUE,도착 곳 알려주다,목적지를 알려드릴까요?
NIA-2020,399,,FALSE,도착 알려주다 가능,도착하면 알려드리겠습니다.
NIA-2020,400,,TRUE,도착 알려받다 가능,도착하면 알려주실 수 있나요?
NIA-2020,401,,FALSE,내리다 시간 알려받다,내릴 때 알려주세요.
NIA-2020,402,,TRUE,내리다 시간 알려주다,내릴 때 알려드릴까요?
NIA-2020,403,,FALSE,내리다 곳 알려받다,내릴 역을 알려주세요.
NIA-2020,404,,TRUE,내리다 곳 알려주다,내릴 역을 알려드릴까요?
NIA-2020,405,,TRUE,가다 빨리 방법,가장 빠른 길은 무엇일까요?
NIA-2020,406,,FALSE,택시 문자보내다 맞다,제가 콜택시를 불렀습니다.
NIA-2020,407,,TRUE,택시 문자받다 맞다,콜을 부르셨나요?
NIA-2020,408,,FALSE,역무원 부르다 나,제가 역무원을 불렀습니다.
NIA-2020,409,,TRUE,지하철 철로 가방 떨어지다,선로에 가방을 떨어뜨리셨나요?
NIA-2020,410,,FALSE,경찰 전화걸다,경찰을 부르세요.
NIA-2020,411,,TRUE,경찰 전화걸다,경찰을 부를까요?
NIA-2020,412,,FALSE,택시 카톡보내다,콜을 부르세요.
NIA-2020,413,,TRUE,택시 카톡보내다,콜을 부를까요?
NIA-2020,414,,FALSE,명동 가다,명동역으로 가주세요.
NIA-2020,415,,FALSE,명동 가다,명동역으로 가주세요.
NIA-2020,416,,FALSE,명동 내리다,명동역으로 가주세요.
NIA-2020,417,,FALSE,명동 내리다,명동역으로 가주세요.
NIA-2020,418,,FALSE,명동 차내리다,명동역으로 가주세요.
NIA-2020,419,,FALSE,명동 차내리다,명동역으로 가주세요.
NIA-2020,420,,FALSE,명동 도착,명동역으로 가주세요.
NIA-2020,421,,FALSE,명동 목적,명동역으로 가주세요.
NIA-2020,422,,FALSE,명동 곳,명동역으로 가주세요.
NIA-2020,423,,FALSE,명동 가다,명동역으로 가주세요.
NIA-2020,424,,FALSE,여기 맞다,여기서 내려주세요.
NIA-2020,425,,FALSE,여기 맞다,여기서 내려주세요.
NIA-2020,426,,FALSE,여기 내리다 맞다,여기서 내려주세요.
NIA-2020,427,,FALSE,여기 내리다 맞다,여기서 내려주세요.
NIA-2020,428,,FALSE,여기 차내리다 맞다,여기서 내려주세요.
NIA-2020,429,,FALSE,여기 차내리다 맞다,여기서 내려주세요.
NIA-2020,430,,FALSE,여기 내리다 맞다,여기서 내려주세요.
NIA-2020,431,,FALSE,여기 내리다 맞다,여기서 내려주세요.
NIA-2020,432,,FALSE,여기 차내리다 맞다,여기서 내려주세요.
NIA-2020,433,,FALSE,여기 차내리다 맞다,여기서 내려주세요.
NIA-2020,434,,FALSE,신호등 전 내리다,신호등 못가서 내려주세요.
NIA-2020,435,,FALSE,신호등 전 내리다,신호등 못가서 내려주세요.
NIA-2020,436,,FALSE,신호등 전 차내리다,신호등 못가서 내려주세요.
NIA-2020,437,,FALSE,신호등 전 차내리다,신호등 못가서 내려주세요.
NIA-2020,438,,FALSE,신호등 전 곳,신호등 못가서 내려주세요.
NIA-2020,439,,FALSE,신호등 전 도착 내리다,신호등 못가서 내려주세요.
NIA-2020,440,,FALSE,신호등 전 도착 내리다,신호등 못가서 내려주세요.
NIA-2020,441,,FALSE,신호등 전 도착 차내리다,신호등 못가서 내려주세요.
NIA-2020,442,,FALSE,신호등 전 도착 차내리다,신호등 못가서 내려주세요.
NIA-2020,443,,FALSE,신호등 전 저기,신호등 못가서 내려주세요.
NIA-2020,444,,FALSE,신호등 다음 내리다,신호등 지나서 내려주세요.
NIA-2020,445,,FALSE,신호등 다음 내리다,신호등 지나서 내려주세요.
NIA-2020,446,,FALSE,신호등 다음 차내리다,신호등 지나서 내려주세요.
NIA-2020,447,,FALSE,신호등 다음 차내리다,신호등 지나서 내려주세요.
NIA-2020,448,,FALSE,신호등 다음 곳,신호등 지나서 내려주세요.
NIA-2020,449,,FALSE,신호등 다음 도착 내리다,신호등 지나서 내려주세요.
NIA-2020,450,,FALSE,신호등 다음 도착 내리다,신호등 지나서 내려주세요.
NIA-2020,451,,FALSE,신호등 다음 도착 차내리다,신호등 지나서 내려주세요.
NIA-2020,452,,FALSE,신호등 다음 도착 차내리다,신호등 지나서 내려주세요.
NIA-2020,453,,FALSE,신호등 다음 여기,신호등 지나서 내려주세요.
NIA-2020,454,,TRUE,화장실 무엇,화장실이 어디에 있나요?
NIA-2020,455,,TRUE,화장실 곳,화장실이 어디에 있나요?
NIA-2020,456,,TRUE,화장실 무엇 곳,화장실이 어디에 있나요?
NIA-2020,457,,TRUE,화장실 곳 무엇,화장실이 어디에 있나요?
NIA-2020,458,,TRUE,화장실 곳곳,화장실이 어디에 있나요?
NIA-2020,459,,TRUE,화장실 뼈곳,화장실이 어디에 있나요?
NIA-2020,460,,FALSE,물품보관 불량,물품보관함이 안되네요.
NIA-2020,461,,FALSE,물품보관 고장,물품보관함이 안되네요.
NIA-2020,462,,FALSE,물품보관 안되다,물품보관함이 안되네요.
NIA-2020,463,,FALSE,물품보관 잘 안되다,물품보관함이 안되네요.
NIA-2020,464,,FALSE,물품보관 사용 안되다,물품보관함이 안되네요.
NIA-2020,465,,FALSE,물품보관 사용 불가능,물품보관함이 안되네요.
NIA-2020,466,,FALSE,물품보관 문안열리다 고장,물품보관함이 안되네요.
NIA-2020,467,,FALSE,물품보관 문안열리다 안되다,물품보관함이 안되네요.
NIA-2020,468,,FALSE,물품보관 문안열리다 불량,물품보관함이 안되네요.
NIA-2020,469,,FALSE,물품보관 문안열리다 잘 안되다,물품보관함이 안되네요.
NIA-2020,470,,FALSE,지갑 잃어버리다,지갑을 잃어버렸습니다.
NIA-2020,471,,FALSE,지갑 잃어버리다 없다,지갑을 잃어버렸습니다.
NIA-2020,472,,FALSE,지갑 실종,지갑을 잃어버렸습니다.
NIA-2020,473,,FALSE,지갑 실종 없다,지갑을 잃어버렸습니다.
NIA-2020,474,,FALSE,안전벨트,안전벨트를 매주세요.
NIA-2020,475,,FALSE,안전벨트 꼿다,안전벨트를 매주세요.
NIA-2020,476,,FALSE,안전벨트,안전벨트를 매주세요.
NIA-2020,477,,FALSE,안전벨트 꼿다,안전벨트를 매주세요.
NIA-2020,478,,FALSE,꼿다,안전벨트를 매주세요.
